1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
175.46865168539333,0.0,0.0,0.0,0.004525210281289439,0.0,0.0,0.0,0.0025496671485153305,0.0,0.0,0.0,0.0,3.417366120055309,0.0716739765082643,0.0,0.009364891047438716,0.0
0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,20.734166666666678,0.674155181195942,0.0004564354645876385,0.0,0.0,0.0,0.0,0.03356585566713095,0.0,0.0,0.0,0.0,0.0,0.0,0.004362514358891159,1.5404426869815702
0.0,0.0,0.674155181195942,18.373000000000005,0.063,0.0031622776601683794,0.04583030293012111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374527001458156,0.0
0.004525210281289439,0.0,0.00045643546458763853,0.063,14.379999999999999,1.4024701422846761,0.21495057571451168,0.0,0.018593393604027363,0.008485281374238571,0.0,0.0,0.0,0.10844353369380769,0.19185001582337324,0.0,0.25328143731131675,0.0075104094428999
0.0,0.0,0.0,0.003162277660168379,1.4024701422846761,4.504999999999999,0.23984587064751955,0.0,0.0,0.6641121893174375,0.0,0.0,0.0,0.0,0.0,2.58003401544114,0.010462287486943736,0.0
0.0,0.0,0.0,0.0458303029301211,0.21495057571451168,0.2398458706475195,8.228333333333337,0.0,0.0,0.20357021720608676,0.0,0.0,0.0,0.0,0.0,0.23511300474452712,0.28996776770238847,0.0010206207261596577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9850000000000003,0.0,0.0,0.3319764047840349,0.0,0.026832815729997475,0.0,0.0,0.0,0.0,0.0
0.0025496671485153305,0.0,0.0,0.0,0.018593393604027363,0.0,0.0,0.0,4.937142857142857,0.0,0.0,0.0,0.0,0.18984956450531335,0.3214285714285714,0.0,0.0049709581280096005,0.0
0.0,0.0,0.03356585566713095,0.0,0.00848528137423857,0.6641121893174374,0.20357021720608676,0.0,0.0,5.244000000000001,0.0,0.0,0.0,0.0,0.0,1.467215190988243,3.891786083396532,4.632573832385189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3319764047840349,0.0,0.0,1.6400000000000006,2.5738686835190334,0.1110255225912793,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5738686835190334,4.94,0.5039047529047529,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02683281572999748,0.0,0.0,0.11102552259127929,0.5039047529047529,3.2479999999999998,0.0,0.0,0.0,0.0,0.0
3.4173661200553047,0.0,0.0,0.0,0.1084435336938077,0.0,0.0,0.0,0.1898495645053134,0.0,0.0,0.0,0.0,1.2400000000000004,1.7435609429855794,0.0,0.09111916759223992,0.0
0.07167397650826429,0.0,0.0,0.0,0.19185001582337324,0.0,0.0,0.0,0.32142857142857134,0.0,0.0,0.0,0.0,1.743560942985579,2.8457142857142856,0.0,0.15409970196829761,0.0
0.0,0.0,0.0,0.0,0.0,2.5800340154411403,0.23511300474452704,0.0,0.0,1.4672151909882434,0.0,0.0,0.0,0.0,0.0,21.106666666666673,0.0010067340828210365,0.0
0.009364891047438716,0.0,0.004362514358891159,0.04374527001458156,0.25328143731131675,0.010462287486943734,0.2899677677023885,0.0,0.0049709581280096005,3.891786083396532,0.0,0.0,0.0,0.09111916759223992,0.1540997019682976,0.0010067340828210367,26.86432432432433,3.5440998862021904
0.0,0.0,1.54044268698157,0.0,0.007510409442899901,0.0,0.0010206207261596577,0.0,0.0,4.63257383238519,0.0,0.0,0.0,0.0,0.0,0.0,3.5440998862021904,27.637499999999996
