1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
172.9999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383868154951737,0.0,0.0
0.0,173.98011428571397,0.0,0.0,0.0,0.3000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.114814814814817,1.6794477830427113,0.011338934190276817,0.0,6.784940280843643,0.7090069880409566,0.0,0.0,0.0,0.0,0.0,0.0,0.14605934866804432,0.0
0.0,0.0,1.6794477830427115,4.531111111111111,0.0,0.0,1.0198792839124415,0.0,0.0,4.183708723951595,0.0,0.0,0.0,0.0,0.653537383101465,0.0
0.0,0.0,0.011338934190276819,0.0,19.885714285714286,0.0,0.0,0.006978631577988531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30000000000000004,0.0,0.0,0.0,2.6514285714285712,0.0,0.0,0.0,0.0,0.0,0.0,1.9705075488310113,0.7322958028400427,0.0,0.887307323149249
0.0,0.0,6.784940280843642,1.019879283912441,0.0,0.0,51.0135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7090069880409565,0.0,0.00697863157798853,0.0,0.0,16.111818181818183,0.0,0.0,0.0,0.0,0.5292934112111308,0.0,1.731345246805605,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.183708723951595,0.0,0.0,0.0,0.0,0.0,20.607272727272715,0.0,0.0,0.0,0.0,0.08899438184514795,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,0.0,0.14142135623730956,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.9705075488310115,0.0,0.529293411211131,0.0,0.0,0.14142135623730956,0.0,1.4733333333333338,0.38783587594066987,0.058423739467217725,0.498062914365913
4.383868154951738,0.0,0.0,0.0,0.0,0.7322958028400427,0.0,0.0,0.0,0.0,0.0,0.0,0.38783587594066987,0.7699999999999999,0.0,0.27999999999999997
0.0,0.0,0.14605934866804432,0.653537383101465,0.0,0.0,0.0,1.7313452468056056,0.0,0.08899438184514795,0.0,0.0,0.05842373946721774,0.0,6.652000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.8873073231492488,0.0,0.0,0.0,0.0,0.0,0.0,0.49806291436591293,0.27999999999999997,0.0,0.9999999999999998
