1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
173.98011428571397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28062430400804594,0.0
0.0,172.9999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383868154951737,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.652000000000001,0.0,0.0,0.08899438184514795,0.0,0.0,0.0,1.7313452468056056,0.0,0.13856406460551018,0.653537383101465,0.0,0.03577708763999664,0.0
0.0,0.0,0.0,49.64535211267604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593358064045823,1.0170718810721324,0.0,0.0,0.0
0.0,0.0,0.0,0.0,19.885714285714286,0.0,0.0,0.0,0.0,0.006978631577988531,0.0,0.010757057484009543,0.0,0.0,0.0,0.0
0.0,0.0,0.08899438184514795,0.0,0.0,20.607272727272715,0.0,0.0,0.0,0.0,0.0,0.0,4.183708723951595,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.08660254037844388,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.731345246805605,0.0,0.00697863157798853,0.0,0.0,0.0,0.0,16.111818181818183,0.0,0.6726230877555557,0.0,0.0,0.3241246954210959,0.0
0.0,4.383868154951738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7699999999999999,0.0,0.0,0.27999999999999997,0.9225,0.0
0.0,0.0,0.1385640646055102,8.593358064045825,0.010757057484009543,0.0,0.0,0.0,0.0,0.6726230877555558,0.0,16.621333333333332,1.6303874795070443,0.0,0.0,0.0
0.0,0.0,0.653537383101465,1.0170718810721318,0.0,4.183708723951595,0.0,0.0,0.0,0.0,0.0,1.6303874795070448,4.531111111111111,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.9999999999999998,1.1149999999999998,0.039999999999999994
0.2806243040080461,0.0,0.03577708763999664,0.0,0.0,0.0,0.0,0.08660254037844388,0.0,0.32412469542109573,0.9224999999999999,0.0,0.0,1.1149999999999998,4.619999999999999,0.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.25999999999999995,0.9999999999999998
